[ə'bændən] v./n.放弃；放纵
['fɔ:,rʌnə] n.预兆，前兆；先驱
[fɔ:'ʃædəu] v.预示
['fɔ:sait] n.远见，深谋远虑
[fɔ:'stɔ:l] v.先发制人，预先阻止
['fɔristri] n.森林学；林产；林地
['fɔ:fit] v.丧失，被罚没收；n.丧失物
[fɔ:dʒ] n.铁匠铺；v.锤炼；伪造
['fɔ:dʒə] n.打铁匠；伪造者
['fɔ:dʒəri] n.伪造(物)
[fɔ:'ɡəu] v.放弃，抛弃
[fɔ:'mæliti] n.遵循的规范；拘泥形式；正式
[fɔ:'meiʃən] n.组织，形成；(军队)编队
['fɔ:midəbl] a.可怕的；困难的
['fɔ:mjulə] n.分子式；公式；套语，惯用语
[fə'seik] v.遗弃，放弃
[fɔ:t] n.长处，擅长；a.(音乐)强音的
['fɔ:θ'rait] a.直率的
['fɔ:tifai] v.加强防卫
['fɔ:titju:d] n.(在痛苦、困难前表现出的)坚毅，坚韧不拔
[fɔ:'tju(:)itəs] a.偶然的，意外的；幸运的
['fɔ:rəm] n.辩论的场所，讲坛
['fɔ:wəd] a.过激的，莽撞的
[fɔs] n.护城河
['fɔsilaiz] v.使„成为化石；使„过时
['fɔstə] v.培养，鼓励；领养（孩子）
[faul] a.恶臭的；邪恶的；v.弄脏；n.(体育等)犯规
['faundə] v.(船)沉没；(计划)失败
[,fɔ:'pɔstə(r)] n.有四柱的床
['fɔiei] n.门厅，休息室
['frekəs] n.大声争吵，打闹
['frækʃən] n.碎片；小部分
['frækʃəs] a.(脾气)易怒的，好争吵的
['fræktʃə] n.骨折；折断；裂口
['frædʒail] a.易碎的，易坏的
['fræɡmənt] n.碎片；分裂
['freiɡrəns] n.香料；香味
['freiɡrənt] a.芳香的；愉快的
[freil] a.（物）易破碎的，脆弱的；（人身体）不坚实的
['fræntik] a.疯狂的，狂乱的
[frɔ:d] n.欺诈，欺骗；骗子
['frɔ:djulənt] a.欺骗的，不诚实的
[frɔ:t] a.充满„的
['frekl] n.雀斑，斑点
['fri:lɑ:nsə] n.自由职业者
[freit] n.货物；v.装货于(船等)
[fri'netik] a.狂乱的，发狂的
['frenzi] n.极度激动的状态，狂暴
['fri:kwənsi] n.频率
['fri:kwənt] v.时常来访；a.惯常的
['freskəu] n.墙未干时绘制的壁画
[fret] n./v.(使)烦躁，焦虑
['fraiəbl] a.易碎的
['frikʃən] n.（物）摩擦；（人观念）矛盾，冲突
[fri:z] n.(在墙顶与天花板间起装饰作用的)横条，饰带
['fridʒid] a.寒冷的；(人)冷淡的，不热情的
[fri'dʒiditi] n.寒冷；冷淡
['frindʒ] n.(窗帘等)须边；边缘
['friski] a.活泼的，快活的
['frivələs] a.轻浮的，不严肃的
[frɔnd] n.羊齿、棕榈等的叶子
['frɔθi] a.起泡的；(文)空洞的
['fru:ɡəl] a.节约的，节俭的
[fru(:)'iʃən] n.（希望、计划）实现，完成
[frʌs'treit] v.使受挫；使沮丧；使失败
['fʌlkrəm] n.杠杆支点，支柱
[ful'fil] v.履行；满足，符合
['ful'bləun] a.(鲜花)盛开的
['ful'bɔdid] a.(味道等)浓郁而强烈的
['ful'fledʒd] a.羽毛丰满的；成熟的
['fʌlmineit] v.猛烈抨击，严厉谴责
['fulsəm] a.虚情假意的；充足的
['fʌmbl] v.摸索，笨拙搜寻；弄乱，搞糟
[fju:m] v./n.愤怒；冒烟
['fju:miɡeit] v.以烟熏消毒
['fʌŋkʃənl] a.起作用的，能运转的；实用的
['fʌŋkʃənəri] n.小官，低级公务员
[,fʌndə'mentl] a.最根本的，基本的；十分重要的
['fʌndʒai] n.菌类，蘑菇
['fʌndʒisaid] n.杀真菌剂
['fə:nis] n.锅炉
['fjuərɔ:] n.轰动；盛怒
['fʌrəu] n.犁沟(用犁耕作后地上留下的沟)；皱纹
['fə:tiv] a. 偷偷的，秘密的
['fju:zi,leid] n./v. (枪炮)齐射，连发
['fju:ʒən] n.熔合；聚变
[fʌs] n.大惊小怪
['fʌsi] a.爱挑剔的
['fʌsti] a.老式的，陈腐的；霉臭的
['fju:tail] a.无效的，无用的；（人）没出息的；琐细的
[fju:'tiləti] n.无用，无益
['ɡædflai] n.虻，牛虻；令人讨厌的人(尤指用批评等手段怂恿别人采取行动者)
['ɡædʒit,'ɡædʒət] n.小工具，小机械
[ɡæf] n.(社交上令人不快的)失言，失态
['ɡæɡl] n.鹅群
[ɡein'sei] v.否认
[ɡeit] n.步法，步态
['ɡæləksi] n.(银河)星群；显赫的人群
[ɡɔ:l] n.胆汁；怨恨
['ɡælənt] a.勇敢的；(向女人)献殷勤的
['ɡæli] n.船上的厨房
['ɡælən] n.加仑
['ɡælvənaiz] v.电镀；通电；激励
['ɡæmbl] v./n.赌博；孤注一掷
['ɡæmbəl] n./v.雀跃，嬉戏
['ɡæŋwei] n.(上下船的)跳板
[ɡeip] v.裂开；目瞪口呆地凝视
['ɡɑ:bl] v.曲解，窜改
['ɡɑ:bld] a.引起误解的；窜改的
[ɡɑ:'di:niə] n.栀子花
[ɡɑ:'ɡæntjuən] a.巨大的，庞大的
['ɡɑ:ɡɔil] n.(雕刻成怪兽状的)滴水嘴；面貌丑恶的人
['ɡæriʃ] a.俗丽的，过于艳丽的
['ɡɑ:mənt] n.衣服
['ɡɑ:nə] v.收藏，积累
['ɡɑ:niʃ] v.装饰
[ɡə'ru:liti] n.唠叨，饶舌
['ɡæruləs] a.唠叨的，多话的
['ɡæsiəs] a.似气体的
[ɡæʃ] n.深长的伤口
[,ɡæsifi'keiʃən] n.气化
[ɡəuʃə'ri:] n.笨拙
['ɡɔ:di] a.俗丽的
[ɡeidʒ] n.标准规格(尤指宽度或厚度)；测量仪；v.测量
['ɡævəl] n.(法官所用的)槌，小木槌
[ɡeiz] v./n.凝视，注视
[,ɡæzi'tiə] n.地名词典，地名表
[ɡiə] n.齿轮；装备；仪器
[dʒem] n.宝石，珠宝；精华，珍品
[dʒi:n] n.基因
[,dʒi:ni'ælədʒi] n.家谱学
[,dʒenə'ræliti] n.概述
['dʒenərəlaiz] v.归纳
['dʒenə,reit] v.造成；产生
[,dʒenə'reiʃən] n.一代人；(产品类型的)代；产生，发生
['dʒenəreitə] n.发电机
[dʒi'nerik] a.种类的，类属的
[,dʒenə'rɔsiti] n.慷慨，大方
['dʒenisis] n.创始，起源
[dʒi'netik] a.遗传的；起源的
[dʒi'netiks] n.遗传学
[dʒi'naiəl] a.愉快的，脾气好的
['dʒi:nəum] n.(生)基因组，染色体组
['ʒɑ:nrə] n.(文艺的)类型
[dʒen'ti:l] a.上流社会的；(做作或过分显示)有礼貌的，装作彬彬有礼的
['dʒentl] a.温和的，慈祥的
['dʒentri] n.绅士，上等人(身份仅次于贵族)
['dʒenjuin] a.真的；真诚的
['dʒi:nəs] n.(动植物的)属
[,dʒiəumə'triʃən] n.几何学家
[dʒə:m] n.胚芽，芽孢；微生物，细菌
[dʒə:'mein] a.有密切关系的；贴切的
['dʒə:misaid] n.杀菌剂
['dʒə:mineit] v.发芽；发展
[dʒerən'tɔkrəsi] n.老人统治的政府
[,dʒerən'tɔlədʒi] n.老人病学
['dʒerimændə] v.(为使某政党在选举中取得优势)不公正地将(某地区)划成选区
['dʒestʃə] n.姿势，手势，姿态
['ɡaizə] n.天然热喷泉
[dʒaib] n./v.嘲弄，讥笑
['ɡidi] a.轻浮的，不严肃的
['ɡiɡl] v.咯咯笑
[ɡild] v.镀金；虚饰(给人以好看但欺骗性的外观)
['ɡimik] n.吸引人的花招，噱头
['dʒindʒə] n.姜；活力
['dʒindʒəli] adj./adv.小心的(地)；谨慎的(地)
['ɡə:də] n.大梁
[ɡə:θ] n.(人)腰身；周长
[dʒist] n.要点，要旨
['ɡleisjəl] a.冰期的，冰河期的；寒冷的
[ɡleid] n.林中的空地
['ɡlædieitə] n.(古罗马)角斗士，与野兽搏斗者
[ɡlɑ:ns] v./n.一瞥
[ɡleə] v.发出眩目光芒；怒目而视
[ɡleiz] v.装玻璃于；上釉彩；n.釉(薄而亮的透明表面)
[ɡli:n] v.拾落在地里的谷物；(来源广，零碎而费力地)收集(情报、信息、材料等)
[ɡlib] a.(演说)流利圆滑的，善辩的
[ɡlaid] v.滑行，滑动
['ɡlimə] v.发微光；n.摇曳的微光
[ɡlisn] v.(潮湿或光洁的物体表面反射)闪烁，闪耀
[ɡlitʃ] n.小故障
[ɡləut] v.幸灾乐祸地看，窃喜
[ɡlu:m] n.黑暗；忧郁
['ɡlu:mi] a.(使人恐惧或沮丧)阴暗的；没有希望的；阴郁的
[ɡlɔs] n.光泽；注解
['ɡlɔsəri] n.词汇表；难词表(术语或专业词语汇编)
['ɡlɔsi] a.有光泽的，光滑的
[ɡləu] v./n.发光，发热；(脸)红
['ɡlauə] v.怒目而视
['ɡləuiŋ] a.热情赞扬的
['ɡlu:kəus] n.葡萄糖
[ɡlʌt] v./n.过多；供过于求
['ɡlu:tinəs] a.粘的，胶状的
['ɡlʌtənəs] a.贪吃的，贪嘴的
[nɑ:ld] a.(树木)多节的；粗糙的
[nɔ:] v.一口口啃，咬
[ɡəud] n.赶牛棒；v./n.刺激，激励
['ɡɔbl] v.快速贪婪地吃，狼吞虎咽
['ɡɔblit] n.高脚酒杯
['ɡəuldbrik] v.逃避责任，偷懒
[ɡɔŋ] n.锣
[ɡud'wil] n.友好，好意
[ɡɔ:dʒ] n.峡谷
[ɡə'rilə] n.非洲大猩猩
['ɡɔspəl] n.教义，信条
['ɡɔsəmə] n.蛛丝；薄纱；a.轻而薄的
[ɡaudʒ] n.半圆凿；v.(用利器或手从物体表面)挖出；骗钱，敲竹杠
['ɡuəmənd] n.(贬)嗜食者
['ɡuəmei] n.美食家
[ɡreis] n.优美(尤指动作顺畅协调)
['ɡreiʃəs] a.大方的，和善的；奢华的
[ɡrə'deiʃən] n.渐变；阶段，等级
['ɡrædʒuətid] a.按等级(高度，困难等)分的
[ɡrɑ:ft] v./n.嫁接；贪污
[ɡrein] n.谷物；小的硬粒
['ɡrændʒə] n.壮丽，伟大
['ɡrændiəus] a.(贬)大而宏伟的；夸大的
['ɡrændstænd] n.大看台；v.哗众取宠(为博取观众喝彩而卖弄)
['ɡrænit] n.花岗石
[ɡrɑ:nt] v.同意给予
['ɡræfik] a.图表的；生动的
['ɡræfait] n.石墨
['ɡrɑ:spiŋ] a.贪心的，贪婪的
[ɡreit] v.发出“吱嘎”声；磨碎；使人烦躁
['ɡreitful] a.感激的
[,ɡrætifi'keiʃən] n.满足，喜悦
['ɡrætifai] v.使满足，使高兴
['ɡreitiŋ] a.(声音)刺耳的；恼人的
['ɡrætitju:d] n.感激
[ɡrə'tju(:)itəs] a.无缘无故的；免费的
[ɡrə'tju(:)iti] n.赏钱，小费
[ɡreiv] a.严重的，严峻的；n.墓穴
['ɡrævəl] n.碎石，砂砾
[,ɡrævi'teiʃənəl] a.万有引力的
['ɡræviti] n.严肃性，重要性，正经；引力，重力
[ɡreiz] v.(动物)吃(地上长的)草；放牧
[ɡri:s] n.(炼出的)动物油脂；滑脂
[ɡri:n] a.未成熟的，无经验的
['ɡri:nhaus] n.花房，温室
[ɡre'ɡeəriəs] a.群居的；爱社交的
[ɡre'ɡeəriəsnis] n.群居；合群
[ɡri'neid] n.手榴弹
[ɡri:f] n.忧伤，悲伤
['ɡri:vəns] n.牢骚，抱怨，委屈
[ɡri:v] v.使某人极为悲伤
['ɡri:vəs] a.严重伤害的
[ɡril] v.烤；拷问；n.烤架
[ɡrim] a.(表情)冷酷的，严厉的，可怕的
[ɡri'meis] v./n.做鬼脸，面部歪扭
[ɡrin] v.露齿而笑
[ɡraind] n.枯燥乏味的工作；v.磨碎，碾碎
[ɡraip] v.唠叨地抱怨
['ɡripiŋ] a.紧紧抓住注意力的
['ɡrizli] a.恐怖的，可怕的
['ɡrisl] n.软骨，肉中难吃的硬组织
[ɡrit] n.沙粒；决心，勇气；v.下定决心，咬紧牙关
[ɡrəun] v./n.呻吟，哀叹
[ɡru:m] n.马夫；新郎
[ɡru:v] n.凹线，沟，槽；(刻出的)线条；习惯
[ɡrəup] v.摸索，探索
[ɡrəus] a.总的；举止粗鲁的，无教养的；n.整个，全部
['ɡrɔtəu] n.小洞穴
[ɡrautʃ] n.牢骚，不满
['ɡraundid] a.有理由的；adv.地面上
[ɡru:p] v.使„集合；n.群，集
[ɡraus] n.松鸡；v.牢骚，诉苦
[ɡrəuv] n.小树林，树丛
['ɡrɔvl] v.摇尾乞怜，奴颜婢膝
['ɡruəliŋ] a.繁重而累人的
['ɡrʌmbl] v.喃喃诉苦，发怨言
[,ɡærən'ti:] v.保证，担保
[ɡʌ'fɔ:] n./v.哄笑，大笑
[ɡail] n.欺诈，狡猾
['ɡaillis] a.厚道的，老实的
['ɡiləti:n] n.断头台
[ɡilt] n.罪行；内疚
['ɡilti] a.有罪的
[ɡaiz] n.外观，装束
['ɡʌlibl] a.易受骗的
['ɡʌli] n.雨水冲成的沟壑
[ɡʌlp] v.快速贪婪地吞食
[ɡʌm] n.树胶，橡皮
['ɡuru:] n.古鲁(印度的宗教领袖)；(受尊敬的)教师或权威
[ɡʌʃ] v.涌出；滔滔不绝地说
['ɡʌʃə] n.喷油井；滔滔不绝的说话者
[ɡʌst] n.阵风；一阵(情绪)
[ɡʌs'teiʃən] n.品尝；味觉
['ɡʌstətəri] a.有关味觉的，品尝的
['ɡʌtə] n.水槽；街沟
[ɡai] n.(铁塔等的)支索，牵索
['ɡʌzl] v.大吃大喝
['dʒaiərit] a.旋转的；v.旋转
['hæbitæt] n.自然环境，栖息地
[hə'bitjueit] v.使习惯于
[hæk] v.乱劈，乱砍；n.受雇佣的文人
['hæknid] a.陈腐的，老生常谈的
[heil] n.冰雹；v.致敬
['hælsiən] a.平静的；愉快的
[heil] a.(尤指老人)健壮的，矍铄的
['hɑ:f'hɑ:tid] a.不认真的，不热心的
['hɔ:lmɑ:k] n.(在金银上的)纯度印记；特征
['hæləu] v.把„视为神圣，尊敬
['hæləud] a.神圣的
[həlu:si'neiʃən] n.幻听，幻视
['heiləu] n.(日、月等)晕，神像之光环
['hɔ:ltiŋ] a.踌躇的，吞吞吐吐的
['hæmə] n.锤子，槌
['hæmpə] v.妨碍，阻挠；n.有盖提篮
['hændl] n.柄，把手；v.处理
['hæŋə] n.(存放或修理飞机的)飞机库
['hæŋdɔɡ] a.忧愁的；羞愧的
['hæŋkəriŋ] n.渴望
['hæp'hæzəd] a.无计划的、无秩序的、任意的
[hə'ræŋ] n.[贬]长篇指责性演说
['hærəs] v.不断侵扰，不断烦忧
['hɑ:bindʒə] n.先驱，先兆
['hɑ:bə] n.港，避难所；v.包庇，隐匿
['hɑ:dn] v.变硬，变坚强
[hɑ:d'hedid] a.(商业上)讲究实际的，不感情用事的
['hɑ:di] a.耐寒的；强壮的
['hɑ:məni] n.相符，一致；协调，匀称
['hɑ:nis] n.马具；v.束以马具；控制并利用
[hɑ:p] n.竖琴；v.喋喋不休地说或写
['hɑ:psikɔ:d] n.键琴(钢琴前身)
['hæridən] n.脾气暴躁的老妇
['hærəu] n.耙；v.使痛苦
['hærəuiŋ] a.悲痛的，难受的
['hæri] v.掠夺；袭扰，折磨
[hɑ:ʃ] a.严厉的；粗糙的；刺耳的
['hɑ:ʃli] adv.严酷地，无情地
['heisn] v.急忙；催促，促进
['heisti] a.急急忙忙的
[hætʃ] n.船舱盖；v.孵化
['hɔ:ti] a.傲慢的，自大的
[hɔ:nt] v.常去；鬼魂出没；(事情)萦绕心头；n.常去的地方
[əu'tə:] n.傲慢
['heivn] n.安息所，避难所
['hævək] n.大破坏
[hɔ:k] n.隼，鹰
['hæzəd] n.危险
['hæzədəs] a.危险的
['hedlɔŋ] adj./adv.轻率的(地)，迅猛的(地)
['hedstrɔŋ] a.刚愎自用的
['hedwei] n.进步，进展
[hi:l] v.治愈
['hɑ:kən] v.倾听
['hɑ:tn] v.鼓励，激励
['hɑ:trendiŋ] a.令人心碎的
n.笨拙，粗劣
['hekl] v.诘问，困扰
['hektik] a.兴奋的，繁忙的，忙乱的
['hektə] v.威吓
[hedʒ] n.树篱；限制
['hi:dəunist] n.享乐主义者
[hi:d] v.注意，留心；n.注意，关心
[hi(:)'ɡeməni] n.霸权，领导权
['heinəs] a.十恶不赦的
[eə] n.继承人
['eəlu:m] n.传家宝
['helmit] n.头盔，钢盔
[hem] v.包围；n.袖边，边缘；interj.(用以引起注意的)咳嗽清桑声
['hemisfiə] n.半球
[,hi:mə'filiə] n.血友病，出血不止的病
['heməridʒ] n.出血(尤指大出血)
['hi:məstæt] n.止血器；止血剂
[hə:'beiʃəs] a.草本植物的
['hə:bisaid] n.除草剂
[hə:'bivərəs] a.食草的
[hə:d] n.兽群；v.聚集
[hi'reditəri] a.世袭的
['herəsi] n.异端邪说
['herətik] n.异教徒
[hi'retikəl] a.异端邪说的
[hə:'metik] a.密封的；深奥的
['hə:mit] n.隐士，修道者
[,hə:pətə'lɔdʒist] n.爬行动物学家
['hetərəudɔks] a.异端的，非正统的
[,hetərəu'dʒi:niəs] a.异类的，不同的
[hju:] v.砍伐；遵守
['heksəɡən] n.六角形，六边形
[hai'eitəs] n.空隙，裂缝
['haibəneit] v.冬眠，蛰伏
[haid] n.兽皮
['haidbaund] a.顽固的，守旧的，心胸狭窄的
['hidiəs] a.讨厌的，丑恶的
[hai] v.疾走，催促
['haiərɑ:ki] n.阶层；等级制度
['haiərəɡlif] n.象形文字，图画文字
[,haiərə'ɡlifik] n.象形文字
['haibrau] n.自以为文化修养很高的人
[haik] v.高涨，上升；n.徒步旅行
[hi'leəriəs] a.充满欢乐的；引起大笑的
['hində] v.阻碍，妨碍
[hindʒ] n.铰链；节点，枢轴
['hə:sju:t] a.多毛的
[his] v.（表示不赞成或不满某人）作嘘声；(蛇等)发出嘶嘶声
[his'tɔlədʒi] n.细胞组织学
[,histri'ɔnik] a.[贬]做作的，演戏的；表演的，剧院的
[,hiðə'tu:] adv.到目前为止
[haiv] n.蜂房；忙碌之地
[hɔ:d] v./n.贮藏，秘藏
['hɔ:ri] a.(头发)灰白的；古老的
[həuks] n./v.骗局，欺骗
['hɔdʒpɔdʒ] n.混淆，杂烩
[həu] n.锄头
[hɔist] v.吊高，升起；n.起重机
[həuld] n.(船)货舱
['həulstə] n.手枪皮套
['hɔmidʒ] n.（向伟人表示的）崇敬
[,həumiəu'steisis] n.体内平衡，自我平衡
[,hɔmi'letiks] n.讲道术，说教术
[,hɔməudʒe'ni:iti] n.同种，同质
[,hɔməu'dʒi:njəs] a.同类的，相似的
[hə'mɔdʒənaiz] v.(液体)使匀质，使均匀，使一致
[həun] n.磨刀石；v.磨刀
[,ɔnə'reəriəm] n.酬劳金，谢礼
['hudwiŋk] v.蒙混，欺骗
[hu:f] n.(牛马的)蹄
[hu:p] n.(桶之)箍，铁环
[,hɔri'zɔntl] a.水平的
['hɔ:məun] n.荷尔蒙，激素
[hɔ:n] n.（动物的）角，角质；喇叭
[hɔ'rifik] a.可怕的
['hɔ:tətiv] a.激励的
['hɔ:tikʌltʃə] n.园艺学(gradening)
['hɔspitəbl] a.豁达的，好客的
['hɔstail] a.敌对的，敌意的
[hɔs'tiliti] n.敌对，不友好，憎恨
['hɔvəl] n.（贬）茅舍；肮脏的小屋
['hɔvə] v.翱翔；(人)徘徊
[hʌb] n.轴心；中心
['hju:bris] n.过分自傲，目中无人
['hʌkstə] n.叫卖小贩，零售商
[hju:] n.色彩，色泽
[hʌlk] n.废船壳；笨重之人或物
[hʌl] n.外壳；荚；船身；v.剥去外壳
[hju:'mein] a.人道的，慈悲的
['hʌmbl] a.（人）出身卑微的；谦虚的；v.使谦卑
['hʌmdrʌm] a.单调的，乏味的
['hju:mid] a.湿润的
[hju:'miditi] n.湿度，湿气
[hju(:)'milieit] v.使屈辱
[hju(:)'militi] n.谦逊，谦恭
['hju:mə] v.纵容，迁就
[hʌntʃ] n.直觉，预感
['hə:dl] n.跳栏；障碍；v.克服(障碍)
[hə:l] v.猛投；大声叫骂
['hʌrikən] n.飓风
['hʌzbənd] v.妥善而又节约地管理；做„的丈夫
['hʌzbəndri] n.耕种，务农；节敛管理
[hʌʃ] v./n.肃静，安静
[hʌsk] n.（没价值的）外壳；(种子、果实的)外壳、皮、荚
['hʌski] a.声音沙哑的
['haibrid] n.杂交的动植物；混血人
['haidrənt] n.(消防)水龙头，消防栓
['haidreit] n.水化物；v.水化
[him] n.赞美诗
[,haipəræk'tivəti] n.活动过强，极度亢奋
[hai'pə:bəli] n.（文）夸张法
[,haipə'tenʃən] n.高血压
['haifən] n.连字号(即“-”)
[hip'nɔtik] a.催眠的；n.催眠药
['hipəkrit] n.伪善者，伪君子
[,hipə'kritikəl] a.虚伪的
[hai'pɔtinju:z] n.(直角三角形的)斜边
[hai'pɔθisis] n.假设，假说
[,haipəu'θetikəl] a.假设的
[his'tiəriə] n.歇斯底里症
['aisikl] n.冰柱，冰垂
['aikɔn] n.圣像，偶像
[ai'kɔnəklæst] n.攻击传统观念或风俗的人
[ai,kɔnə'klæstik] a.对传统观念(或惯例)进行攻击的
[,aidi'ɔlədʒi] n.思想体系，思想意识，意识形态
['idiəm] n.习语，语言的习惯用法；特色
['aidl] a.(指人)无所事事的；无效的；v.懒散，无所事事
[ai'dɔlətə] n.神像(偶像)崇拜者
['idil] n.田园生活；田园诗
['iɡniəs] a.火的，含火的
[iɡ'nait] v.发光；点燃，燃烧
[iɡ'nəubl] a.卑鄙的
[iɡnə'miniəs] a.可耻的；耻辱的
['iɡnəmini] n.羞耻，屈辱
['iɡnərənt] a.无知的，愚昧的
[i'li:ɡəl] a.违法的
[,ili'dʒitimit] a.不合法的；私生的
[i'lisit] a.违法的
[i'litərit] a.文盲的
[i'lju:mineit] v.阐明，解释；照亮
[i,lu:mi'nɑ:ti] n.先觉者，智者
[i'lu:ʒən] n.假象，错觉
[i'lu:siv] a.迷惑人的，迷幻的
[i'lu:səri] a.虚幻的
['iləstreit] v.为„作插图或图表；说明，阐明
[im'baib] v.饮；吸入
[im'brəuliəu] n.纠纷，误解；(政治或感情上的)错综复杂的局面
[im'bju:] v.激发某人、使某人充满强烈的情感或意见
[imi'teiʃən] n.赝品；效仿
['imitətiv] a.模仿的
[i'mækjulit] a.洁净的，无瑕的
['imənənt] a.内在的，天生的；(上帝)普遍存在的，无处不在的
[,imi'mɔ:riəl] a.太古的，极古的，无法追忆的
[i'mens] a.极大的；无限的
[i'mənsiti] n.巨大之物；无限
[i'mə:s] v.浸入；沉浸于
['iminənt] a.(尤指不愉快的事)即将发生的，逼近的
['iməuleit] v.牺牲，焚祭
[i'mju:n] a.免疫的；免除的
[i'mju:niti] n.免疫；豁免
[i'mju(:)naiz] v.使免疫
[i'mjuə] v.监禁
[imp] n.小鬼；顽童
['impækt] n.冲击，影响
[im'peə] v.损害，使弱
[im'peil] v.刺入，刺中
[im'pælpəbl] a.无法触及的；不易理解的
[im'pɑ:t] v.传授，告知
[im'pɑ:ʃəl] a.公平的，无私的
[æm'pɑ:s] n.僵局；死路
[im'pæʃ(ə)nd] a.慷慨激昂的
[im'pæsiv] a.无动于衷的，冷漠的
[im'pi:tʃ] v.怀疑，提出异议；弹劾
[im'pekəbl] a.无瑕疵的，无错误的
[,impi'kju:njəs] a.不名一文的，贫困的
